property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
flat,chitvan apartments,koteshwar,0.49,4356.0,2.0,2.0,1,3.0,Moderately Old,1125.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,"23.0978° N, 72.6140° E",23.0978,72.614
flat,shreshta parisar,koteshwar,0.85,4722.0,3.0,3.0,3,5.0,Moderately Old,1800.0,0.0,0.0,0.0,0.0,0.0,2.0,71.0,"23.0978° N, 72.6140° E",23.0978,72.614
flat,parshwanath atlantis park,koteshwar,0.31,3163.0,2.0,2.0,1,3.0,Moderately Old,800.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,"23.0978° N, 72.6140° E",23.0978,72.614
flat,siddhivinayak signature,koteshwar,1.85,5137.0,4.0,4.0,1,7.0,Relatively New,2728.0,1.0,0.0,0.0,0.0,1.0,0.0,61.0,"23.0978° N, 72.6140° E",23.0978,72.614
flat,krishna sun residency,koteshwar,0.54,4286.0,2.0,2.0,1,3.0,Old Property,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,"23.0978° N, 72.6140° E",23.0978,72.614
flat,sangath pylon,koteshwar,0.9,4091.0,3.0,3.0,2,4.0,Moderately Old,1799.0,0.0,0.0,0.0,1.0,1.0,1.0,61.0,"23.0978° N, 72.6140° E",23.0978,72.614
flat,sangath pylon,koteshwar,0.9,7120.0,3.0,3.0,1,6.0,Moderately Old,1500.0,0.0,0.0,1.0,0.0,0.0,1.0,129.0,"23.0978° N, 72.6140° E",23.0978,72.614
house,independent,koteshwar,1.71,13014.0,3.0,3.0,1,2.0,Moderately Old,1314.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,"23.0978° N, 72.6140° E",23.0978,72.614
flat,shreedhar nest,koteshwar,1.0,4523.0,3.0,3.0,1,6.0,Relatively New,1935.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,"23.0978° N, 72.6140° E",23.0978,72.614
house,shikhar bunglow,koteshwar,2.95,13111.0,4.0,4.0,2,2.0,Moderately Old,2250.0,0.0,0.0,0.0,1.0,1.0,2.0,63.0,"23.0978° N, 72.6140° E",23.0978,72.614
flat,kiara opulent,koteshwar,2.0,5695.0,4.0,4.0,0,8.0,Moderately Old,3512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0978° N, 72.6140° E",23.0978,72.614
house,sanskar vatika,koteshwar,1.8,9524.0,4.0,4.0,2,2.0,Moderately Old,1890.0,0.0,0.0,0.0,0.0,1.0,0.0,63.0,"23.0978° N, 72.6140° E",23.0978,72.614
flat,akshar habitat,koteshwar,0.55,4774.0,2.0,2.0,2,2.0,Relatively New,1152.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,"23.0978° N, 72.6140° E",23.0978,72.614
flat,shree kiara opulent,koteshwar,1.95,4935.0,4.0,4.0,1,7.0,New Property,3160.0,0.0,0.0,1.0,1.0,0.0,0.0,162.0,"23.0978° N, 72.6140° E",23.0978,72.614
house,m k bunglows,koteshwar,1.9,14615.0,3.0,3.0,2,1.0,Old Property,1300.0,0.0,0.0,0.0,1.0,0.0,1.0,32.0,"23.0978° N, 72.6140° E",23.0978,72.614
house,sanskar vatika,koteshwar,1.85,13271.0,4.0,4.0,2,2.0,Moderately Old,1394.0,0.0,0.0,0.0,0.0,1.0,0.0,63.0,"23.0978° N, 72.6140° E",23.0978,72.614
flat,shreedhar hills,koteshwar,0.9,5650.0,3.0,3.0,3+,1.0,Moderately Old,1322.0,0.0,0.0,0.0,0.0,0.0,1.0,118.0,"23.0978° N, 72.6140° E",23.0978,72.614
flat,chitvan apartments,koteshwar,0.4,3584.0,2.0,2.0,2,4.0,Moderately Old,1313.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,"23.0978° N, 72.6140° E",23.0978,72.614
flat,sangath pylon,koteshwar,0.8,3636.0,3.0,3.0,1,3.0,Old Property,1975.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,"23.0978° N, 72.6140° E",23.0978,72.614
flat,dev sangam apartment,koteshwar,1.1,5093.0,3.0,3.0,1,4.0,Moderately Old,2160.0,1.0,0.0,1.0,0.0,0.0,0.0,117.0,"23.0978° N, 72.6140° E",23.0978,72.614
flat,parshawnath atlantic park,koteshwar,0.32,3203.0,2.0,2.0,1,2.0,Old Property,999.0,0.0,0.0,0.0,0.0,1.0,0.0,61.0,"23.0978° N, 72.6140° E",23.0978,72.614
flat,zircon classic,koteshwar,1.05,4575.0,3.0,3.0,1,1.0,New Property,1836.0,0.0,0.0,1.0,1.0,0.0,0.0,60.0,"23.0978° N, 72.6140° E",23.0978,72.614
flat,on request,koteshwar,1.68,4531.0,4.0,4.0,1,5.0,New Property,3708.0,1.0,0.0,1.0,1.0,0.0,0.0,105.0,"23.0978° N, 72.6140° E",23.0978,72.614
flat,sikhar,koteshwar,0.58,4296.0,2.0,2.0,0,10.0,New Property,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,"23.0978° N, 72.6140° E",23.0978,72.614
flat,zircon classic,koteshwar,1.2,5312.0,3.0,3.0,1,1.0,Relatively New,1807.0,0.0,0.0,1.0,0.0,0.0,0.0,82.0,"23.0978° N, 72.6140° E",23.0978,72.614
flat,shrjee sankalp luxurious livig bhat koteswar road,koteshwar,1.1,6111.0,3.0,3.0,0,1.0,New Property,2118.0,0.0,0.0,0.0,0.0,0.0,1.0,38.0,"23.0978° N, 72.6140° E",23.0978,72.614
flat,chitvan apartments,koteshwar,0.7,6272.0,3.0,2.0,1,5.0,Relatively New,1116.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,"23.0978° N, 72.6140° E",23.0978,72.614
flat,on request,koteshwar,0.37,2596.0,2.0,2.0,2,3.0,Relatively New,1676.0,1.0,1.0,0.0,1.0,0.0,0.0,244.0,"23.0978° N, 72.6140° E",23.0978,72.614
flat,sharan sapphire,koteshwar,0.85,4794.0,3.0,3.0,1,3.0,Moderately Old,1418.0,0.0,0.0,1.0,0.0,0.0,1.0,97.0,"23.0978° N, 72.6140° E",23.0978,72.614
flat,skys,koteshwar,0.85,4722.0,3.0,3.0,1,4.0,New Property,1800.0,0.0,0.0,1.0,0.0,0.0,0.0,147.0,"23.0978° N, 72.6140° E",23.0978,72.614
flat,sangath pylon,koteshwar,0.9,4972.0,3.0,3.0,2,3.0,Moderately Old,1810.0,0.0,0.0,0.0,0.0,0.0,2.0,38.0,"23.0978° N, 72.6140° E",23.0978,72.614
flat,sharan sapphire,koteshwar,0.85,4794.0,3.0,2.0,1,2.0,Relatively New,2086.0,0.0,0.0,0.0,0.0,0.0,2.0,51.0,"23.0978° N, 72.6140° E",23.0978,72.614
flat,shreedhar hills,koteshwar,0.57,4948.0,2.0,2.0,3,4.0,Moderately Old,1152.0,0.0,0.0,0.0,1.0,1.0,2.0,31.0,"23.0978° N, 72.6140° E",23.0978,72.614
flat,shreedhar nest,koteshwar,0.8,4134.0,3.0,3.0,1,3.0,Relatively New,1935.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,"23.0978° N, 72.6140° E",23.0978,72.614
house,independent,koteshwar,1.3,13889.0,3.0,3.0,1,2.0,Moderately Old,936.0,0.0,0.0,0.0,0.0,1.0,2.0,16.0,"23.0978° N, 72.6140° E",23.0978,72.614
flat,devdeep apartments,koteshwar,0.55,5456.0,2.0,2.0,1,1.0,Moderately Old,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,"23.0978° N, 72.6140° E",23.0978,72.614
flat,shreshta parisar,koteshwar,0.63,5316.0,2.0,2.0,2,5.0,Moderately Old,1394.0,0.0,0.0,0.0,0.0,1.0,2.0,21.0,"23.0978° N, 72.6140° E",23.0978,72.614
flat,on request,koteshwar,0.45,3176.0,2.0,2.0,1,2.0,Relatively New,1417.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,"23.0978° N, 72.6140° E",23.0978,72.614
flat,parshwnath atlantic park,koteshwar,0.41,3417.0,2.0,2.0,2,2.0,Old Property,1189.0,0.0,0.0,0.0,0.0,1.0,2.0,61.0,"23.0978° N, 72.6140° E",23.0978,72.614
flat,devdeep apartments,koteshwar,0.55,4493.0,2.0,2.0,1,4.0,Old Property,1016.0,0.0,0.0,0.0,1.0,0.0,2.0,46.0,"23.0978° N, 72.6140° E",23.0978,72.614
flat,yogeshwar krupa society,bapunagar,0.31,2551.0,2.0,2.0,2,1.0,Old Property,1215.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"23.0387° N, 72.6308° E",23.0387,72.6308
flat,siddhi palace apartment,bapunagar,0.18,3237.0,2.0,1.0,2,3.0,Old Property,556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0387° N, 72.6308° E",23.0387,72.6308
house,independent,bapunagar,0.62,6263.0,3.0,1.0,0,1.0,Old Property,990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0387° N, 72.6308° E",23.0387,72.6308
house,independent,bapunagar,0.8,6667.0,3.0,3.0,0,2.0,Old Property,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0387° N, 72.6308° E",23.0387,72.6308
house,independent,bapunagar,0.95,3123.0,2.0,2.0,1,1.0,Old Property,3042.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0387° N, 72.6308° E",23.0387,72.6308
flat,parth apartment,bapunagar,0.25,3472.0,2.0,1.0,1,1.0,Moderately Old,720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0387° N, 72.6308° E",23.0387,72.6308
flat,sungold apartment,bapunagar,0.35,2720.0,3.0,2.0,2,4.0,Moderately Old,1287.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,"23.0387° N, 72.6308° E",23.0387,72.6308
house,independent,bapunagar,0.32,6751.0,1.0,1.0,1,1.0,Old Property,474.0,1.0,0.0,0.0,0.0,0.0,2.0,101.0,"23.0387° N, 72.6308° E",23.0387,72.6308
house,bapunagar gujarat housing board,bapunagar,0.5,3268.0,3.0,2.0,2,2.0,Relatively New,1530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0387° N, 72.6308° E",23.0387,72.6308
flat,shyam shikhar complex,bapunagar,0.45,3650.0,2.0,2.0,3,9.0,Old Property,1023.0,0.0,0.0,0.0,0.0,1.0,0.0,53.0,"23.0387° N, 72.6308° E",23.0387,72.6308
flat,akshar avenue,bapunagar,0.35,3043.0,3.0,3.0,3,3.0,Old Property,955.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,"23.0387° N, 72.6308° E",23.0387,72.6308
house,yogeshwar park society,bapunagar,0.4,3556.0,3.0,2.0,1,2.0,Moderately Old,1125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0387° N, 72.6308° E",23.0387,72.6308
flat,krushnadham apartment,bapunagar,0.17,3148.0,1.0,1.0,1,3.0,Moderately Old,540.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,"23.0387° N, 72.6308° E",23.0387,72.6308
flat,rajivnagar,bapunagar,0.14,1166.0,1.0,1.0,0,0.0,Old Property,1412.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"23.0387° N, 72.6308° E",23.0387,72.6308
house,independent,bapunagar,0.55,4074.0,3.0,3.0,0,2.0,Old Property,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0387° N, 72.6308° E",23.0387,72.6308
house,yogeshwar park society,bapunagar,0.95,2714.0,3.0,3.0,2,2.0,Moderately Old,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0387° N, 72.6308° E",23.0387,72.6308
house,independentda nagar society,bapunagar,0.9,3600.0,4.0,4.0,1,2.0,Moderately Old,3500.0,0.0,0.0,0.0,1.0,0.0,1.0,76.0,"23.0387° N, 72.6308° E",23.0387,72.6308
flat,amrapali flats,bapunagar,0.26,4082.0,1.0,1.0,1,1.0,Old Property,735.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,"23.0387° N, 72.6308° E",23.0387,72.6308
flat,swamibapa apartment,bapunagar,0.42,4200.0,2.0,1.0,3,3.0,Old Property,1176.0,0.0,0.0,0.0,0.0,0.0,2.0,31.0,"23.0387° N, 72.6308° E",23.0387,72.6308
flat,bapunagar gujarat housing board,bapunagar,0.7,3111.0,4.0,2.0,2,0.0,Old Property,2250.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,"23.0387° N, 72.6308° E",23.0387,72.6308
flat,shyam shikhar complex,bapunagar,0.45,3650.0,2.0,2.0,3,9.0,Old Property,1451.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,"23.0387° N, 72.6308° E",23.0387,72.6308
flat,yogeshwar park society,bapunagar,0.3,4167.0,1.0,1.0,0,0.0,Old Property,720.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,"23.0387° N, 72.6308° E",23.0387,72.6308
flat,siddhi palace apartment,bapunagar,0.22,2444.0,2.0,2.0,2,3.0,Old Property,1059.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,"23.0387° N, 72.6308° E",23.0387,72.6308
flat,vaishali flats bapunagar,bapunagar,0.25,4019.0,2.0,1.0,1,0.0,Old Property,732.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,"23.0387° N, 72.6308° E",23.0387,72.6308
house,bapunagar gujarat housing board,bapunagar,0.5,3846.0,4.0,2.0,1,2.0,Old Property,1300.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,"23.0387° N, 72.6308° E",23.0387,72.6308
house,bapunagar gujarat housing board,bapunagar,0.5,3268.0,3.0,2.0,2,2.0,Relatively New,1530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0387° N, 72.6308° E",23.0387,72.6308
flat,shraddha apartment,bapunagar,0.25,3193.0,2.0,2.0,2,2.0,Old Property,598.0,0.0,0.0,0.0,0.0,0.0,2.0,30.0,"23.0387° N, 72.6308° E",23.0387,72.6308
house,independent,bapunagar,0.42,3231.0,5.0,1.0,0,2.0,New Property,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0387° N, 72.6308° E",23.0387,72.6308
flat,shilp residency,bapunagar,0.4,3268.0,2.0,2.0,3,1.0,Moderately Old,1224.0,0.0,0.0,0.0,0.0,0.0,2.0,39.0,"23.0387° N, 72.6308° E",23.0387,72.6308
flat,on request,bapunagar,0.25,2500.0,2.0,2.0,1,4.0,Moderately Old,830.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,"23.0387° N, 72.6308° E",23.0387,72.6308
house,independent,bapunagar,0.8,5333.0,2.0,2.0,0,2.0,Old Property,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0387° N, 72.6308° E",23.0387,72.6308
house,independent,bapunagar,0.6,2857.0,4.0,2.0,0,1.0,Old Property,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0387° N, 72.6308° E",23.0387,72.6308
flat,bhakti residency,bapunagar,0.36,3336.0,2.0,2.0,2,3.0,Moderately Old,895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0387° N, 72.6308° E",23.0387,72.6308
house,yogeshwar park society,bapunagar,0.32,7111.0,1.0,2.0,1,2.0,New Property,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0387° N, 72.6308° E",23.0387,72.6308
house,new suryanagar co. op. hsg. society,bapunagar,0.75,6334.0,2.0,2.0,1,2.0,Old Property,1184.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,"23.0387° N, 72.6308° E",23.0387,72.6308
house,independent,bapunagar,0.11,3134.0,1.0,2.0,1,25.0,Old Property,351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0387° N, 72.6308° E",23.0387,72.6308
house,dharmendra park,bapunagar,1.25,10331.0,4.0,4.0,3,3.0,Old Property,1210.0,0.0,0.0,0.0,1.0,0.0,0.0,94.0,"23.0387° N, 72.6308° E",23.0387,72.6308
flat,swamibapa apartment,bapunagar,0.28,2800.0,2.0,1.0,3,3.0,Old Property,1176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0387° N, 72.6308° E",23.0387,72.6308
flat,shriram appartment,bapunagar,0.16,2309.0,1.0,1.0,2,3.0,Old Property,693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0387° N, 72.6308° E",23.0387,72.6308
house,independent,bapunagar,0.48,3200.0,4.0,2.0,0,2.0,Old Property,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0387° N, 72.6308° E",23.0387,72.6308
flat,bhakti residency,bapunagar,0.38,3502.0,2.0,2.0,1,3.0,Old Property,1085.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,"23.0387° N, 72.6308° E",23.0387,72.6308
house,independent,bapunagar,0.14,2899.0,1.0,1.0,1,2.0,Old Property,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0387° N, 72.6308° E",23.0387,72.6308
flat,yogeshwar park society,bapunagar,0.2,2999.0,1.0,1.0,0,0.0,Old Property,600.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,"23.0387° N, 72.6308° E",23.0387,72.6308
flat,mangalam flats,bapunagar,0.18,2857.0,2.0,2.0,3,2.0,Old Property,523.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,"23.0387° N, 72.6308° E",23.0387,72.6308
house,jyoti jagruti society,bapunagar,0.36,3600.0,2.0,2.0,2,2.0,Moderately Old,1000.0,1.0,0.0,0.0,0.0,0.0,0.0,39.0,"23.0387° N, 72.6308° E",23.0387,72.6308
house,hans colony,bapunagar,0.12,5333.0,1.0,1.0,0,1.0,Old Property,225.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,"23.0387° N, 72.6308° E",23.0387,72.6308
house,independent,bapunagar,0.45,3030.0,2.0,2.0,0,1.0,Old Property,1485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0387° N, 72.6308° E",23.0387,72.6308
house,dharmendra park society,bapunagar,1.1,9946.0,4.0,5.0,2,3.0,Old Property,1106.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,"23.0387° N, 72.6308° E",23.0387,72.6308
house,bapunagar gujarat housing board,bapunagar,0.52,4815.0,2.0,2.0,0,1.0,Old Property,1080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0387° N, 72.6308° E",23.0387,72.6308
house,independent,bapunagar,1.25,7074.0,3.0,4.0,1,2.0,Old Property,2089.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,"23.0387° N, 72.6308° E",23.0387,72.6308
house,independent,bapunagar,0.77,5704.0,2.0,1.0,0,1.0,Relatively New,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0387° N, 72.6308° E",23.0387,72.6308
house,independent,odhav,1.05,10500.0,4.0,4.0,1,1.0,Moderately Old,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0250° N, 72.6729° E",23.025,72.6729
house,independent,odhav,0.28,2778.0,3.0,2.0,0,1.0,Moderately Old,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0250° N, 72.6729° E",23.025,72.6729
house,independent,odhav,0.55,3667.0,4.0,2.0,1,2.0,Old Property,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0250° N, 72.6729° E",23.025,72.6729
flat,solitaire sky,odhav,0.42,2863.0,3.0,2.0,0,5.0,Moderately Old,1467.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0250° N, 72.6729° E",23.025,72.6729
house,avirat silver habitat,odhav,0.35,4321.0,1.0,2.0,0,5.0,Moderately Old,810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0250° N, 72.6729° E",23.025,72.6729
flat,shyam one40,odhav,0.35,5993.0,2.0,2.0,1,4.0,Moderately Old,584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0250° N, 72.6729° E",23.025,72.6729
house,independent,odhav,0.28,1865.0,2.0,1.0,1,1.0,Moderately Old,1765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0250° N, 72.6729° E",23.025,72.6729
flat,d kanani jayraj e,odhav,0.25,3704.0,1.0,1.0,0,3.0,Moderately Old,675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0250° N, 72.6729° E",23.025,72.6729
flat,suvas oram,odhav,0.17,4830.0,1.0,1.0,0,4.0,Old Property,352.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,"23.0250° N, 72.6729° E",23.025,72.6729
flat,on request,odhav,0.32,2832.0,2.0,2.0,1,2.0,Under Construction,1130.0,0.0,0.0,0.0,1.0,0.0,0.0,98.0,"23.0250° N, 72.6729° E",23.025,72.6729
house,independent,odhav,0.35,2917.0,5.0,2.0,2,2.0,Moderately Old,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0250° N, 72.6729° E",23.025,72.6729
house,jaldarshan park society,odhav,1.05,10500.0,4.0,4.0,1,1.0,New Property,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,"23.0250° N, 72.6729° E",23.025,72.6729
house,jesal park society,odhav,0.98,6667.0,3.0,2.0,3,2.0,Old Property,1470.0,1.0,1.0,1.0,1.0,0.0,2.0,15.0,"23.0250° N, 72.6729° E",23.025,72.6729
flat,avirat silver habitat,odhav,0.17,2615.0,1.0,1.0,1,4.0,Old Property,765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0250° N, 72.6729° E",23.025,72.6729
house,independent,odhav,0.95,9500.0,3.0,4.0,1,2.0,New Property,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,"23.0250° N, 72.6729° E",23.025,72.6729
house,independent,odhav,0.35,2431.0,4.0,2.0,2,2.0,Moderately Old,1440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0250° N, 72.6729° E",23.025,72.6729
flat,atri residency,odhav,0.15,1812.0,1.0,1.0,0,6.0,Moderately Old,828.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0250° N, 72.6729° E",23.025,72.6729
house,independent,odhav,0.9,5102.0,3.0,2.0,2,0.0,Old Property,1764.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,"23.0250° N, 72.6729° E",23.025,72.6729
flat,kahan,odhav,0.18,2469.0,1.0,1.0,2,2.0,Moderately Old,729.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0250° N, 72.6729° E",23.025,72.6729
house,independent,odhav,0.55,8730.0,3.0,2.0,0,2.0,Moderately Old,630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0250° N, 72.6729° E",23.025,72.6729
house,independent,odhav,0.27,3000.0,2.0,2.0,0,2.0,Old Property,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0250° N, 72.6729° E",23.025,72.6729
flat,suvas oram,odhav,0.25,2415.0,2.0,2.0,2,2.0,Moderately Old,1035.0,0.0,0.0,0.0,0.0,0.0,1.0,65.0,"23.0250° N, 72.6729° E",23.025,72.6729
flat,muni ashirwad city,odhav,0.18,3789.0,1.0,1.0,1,4.0,Moderately Old,475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0250° N, 72.6729° E",23.025,72.6729
flat,avirat silver habitat,odhav,0.19,2111.0,1.0,1.0,1,1.0,Moderately Old,1059.0,0.0,0.0,0.0,0.0,1.0,0.0,54.0,"23.0250° N, 72.6729° E",23.025,72.6729
house,"jaldarshan park society , viranagar road",odhav,1.25,15432.0,4.0,5.0,3,3.0,New Property,3300.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,"23.0250° N, 72.6729° E",23.025,72.6729
flat,avirat silver habitat,odhav,0.17,2332.0,1.0,1.0,1,1.0,Relatively New,882.0,0.0,0.0,0.0,0.0,1.0,0.0,61.0,"23.0250° N, 72.6729° E",23.025,72.6729
flat,d kanani satyam residency,odhav,0.19,2372.0,1.0,1.0,1,1.0,Moderately Old,801.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0250° N, 72.6729° E",23.025,72.6729
flat,kp heights,odhav,0.6,3704.0,2.0,2.0,2,10.0,Relatively New,1620.0,0.0,0.0,1.0,0.0,0.0,0.0,127.0,"23.0250° N, 72.6729° E",23.025,72.6729
flat,suvas oram,odhav,0.24,2124.0,2.0,2.0,0,4.0,Moderately Old,1125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0250° N, 72.6729° E",23.025,72.6729
flat,genesis atri residency,odhav,0.24,2222.0,2.0,2.0,2,7.0,Moderately Old,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,"23.0250° N, 72.6729° E",23.025,72.6729
flat,genesis atri residency,odhav,0.24,2222.0,2.0,2.0,2,7.0,Relatively New,979.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,"23.0250° N, 72.6729° E",23.025,72.6729
flat,nirav gajanan opera,odhav,0.23,3333.0,1.0,1.0,1,5.0,Relatively New,794.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,"23.0250° N, 72.6729° E",23.025,72.6729
house,"40, tulsi shyam society viratngagar",odhav,1.0,5291.0,8.0,8.0,2,2.0,Moderately Old,1890.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,"23.0250° N, 72.6729° E",23.025,72.6729
flat,gujrat housing board society,odhav,0.27,4286.0,1.0,1.0,0,1.0,Moderately Old,630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0250° N, 72.6729° E",23.025,72.6729
house,independent,odhav,0.6,3750.0,6.0,5.0,0,2.0,Moderately Old,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0250° N, 72.6729° E",23.025,72.6729
flat,avirat silver habitat,odhav,0.25,3655.0,2.0,2.0,2,4.0,Moderately Old,684.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,"23.0250° N, 72.6729° E",23.025,72.6729
flat,on request,odhav,0.32,2800.0,2.0,2.0,1,4.0,Under Construction,934.0,0.0,0.0,1.0,0.0,0.0,0.0,71.0,"23.0250° N, 72.6729° E",23.025,72.6729
flat,ashirwad city apartment,odhav,0.24,3810.0,1.0,1.0,1,7.0,Relatively New,630.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,"23.0250° N, 72.6729° E",23.025,72.6729
flat,avirat silver habitat,odhav,0.19,2111.0,1.0,1.0,1,1.0,Moderately Old,1059.0,0.0,0.0,0.0,0.0,1.0,0.0,54.0,"23.0250° N, 72.6729° E",23.025,72.6729
flat,ashirwad city apartment,odhav,0.18,2384.0,1.0,1.0,1,7.0,Relatively New,913.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,"23.0250° N, 72.6729° E",23.025,72.6729
flat,deep tower,bodakdev,0.96,6737.0,3.0,3.0,2,10.0,Old Property,1782.0,0.0,0.0,1.0,0.0,0.0,1.0,142.0,"23.0387° N, 72.5119° E",23.0387,72.5119
flat,zodiac marquis,bodakdev,3.44,8000.0,4.0,4.0,2,2.0,Relatively New,4300.0,0.0,0.0,1.0,0.0,0.0,0.0,86.0,"23.0387° N, 72.5119° E",23.0387,72.5119
flat,upcoming new project,bodakdev,3.22,7900.0,4.0,4.0,3,27.0,Under Construction,4077.0,0.0,0.0,1.0,1.0,0.0,0.0,232.0,"23.0387° N, 72.5119° E",23.0387,72.5119
flat,swati symphony,bodakdev,2.1,6000.0,4.0,4.0,2,12.0,Under Construction,3492.0,0.0,0.0,1.0,1.0,0.0,0.0,241.0,"23.0387° N, 72.5119° E",23.0387,72.5119
flat,luxurious flat,bodakdev,6.84,8450.0,5.0,6.0,3,14.0,Under Construction,6722.0,1.0,1.0,0.0,1.0,0.0,0.0,144.0,"23.0387° N, 72.5119° E",23.0387,72.5119
