property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
flat,avirat silver harmony 2,gota,1.06,8340.0,3.0,3.0,2,11.0,Relatively New,2114.0,0.0,0.0,1.0,1.0,0.0,0.0,108.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,prathna lavish,gota,0.46,4046.0,2.0,2.0,2,6.0,Relatively New,1137.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,seventh grace,gota,1.4,6222.0,3.0,3.0,3,4.0,Relatively New,2250.0,0.0,0.0,0.0,1.0,0.0,1.0,54.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,olive greens,gota,1.35,7031.0,3.0,2.0,1,7.0,Relatively New,2259.0,0.0,0.0,1.0,0.0,0.0,0.0,69.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,ganesh emerald,gota,1.02,5965.0,3.0,3.0,2,5.0,New Property,1710.0,0.0,0.0,0.0,0.0,1.0,1.0,40.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,vyapti vandematram crosswind,gota,0.6,4831.0,2.0,2.0,1,6.0,Relatively New,1200.0,0.0,0.0,1.0,1.0,0.0,0.0,198.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,avirat silver harmony,gota,1.1,3943.0,3.0,3.0,3+,9.0,Moderately Old,2230.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,mount alaya heights,gota,0.81,4666.0,3.0,3.0,1,5.0,New Property,1727.0,0.0,0.0,1.0,1.0,0.0,0.0,197.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,shaligram square,gota,1.71,8017.0,3.0,3.0,1,8.0,Relatively New,2133.0,1.0,0.0,1.0,0.0,0.0,2.0,107.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,the meadows aadani shantigram,gota,0.75,6944.0,2.0,2.0,1,14.0,Relatively New,1271.0,0.0,0.0,1.0,1.0,0.0,1.0,155.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,olive greens,gota,2.14,5944.0,4.0,4.0,1,7.0,Relatively New,2988.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,ganesh housing malabar county,gota,0.74,4993.0,3.0,3.0,0,6.0,Relatively New,1400.0,0.0,0.0,1.0,1.0,0.0,0.0,207.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,olive greens,gota,1.06,9672.0,3.0,3.0,1,5.0,Relatively New,1590.0,0.0,0.0,1.0,1.0,0.0,0.0,212.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,unique aashiyana,gota,0.53,4495.0,2.0,2.0,2,6.0,Relatively New,825.0,1.0,0.0,0.0,1.0,0.0,0.0,50.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,vyapti vandematram prime,gota,0.8,4816.0,3.0,3.0,1,3.0,Moderately Old,1375.0,0.0,0.0,0.0,0.0,1.0,1.0,89.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,olive greens,gota,2.0,11223.0,4.0,4.0,1,10.0,New Property,2096.0,0.0,1.0,0.0,1.0,0.0,0.0,60.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,sanidhya skyros,gota,0.76,3934.0,3.0,3.0,1,8.0,New Property,1386.0,0.0,0.0,1.0,0.0,0.0,0.0,147.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,unique aashiyana,gota,0.5,4241.0,2.0,2.0,1,3.0,Relatively New,825.0,1.0,0.0,0.0,1.0,0.0,0.0,57.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,rbl edifice,gota,0.83,4879.0,3.0,3.0,1,4.0,Moderately Old,1415.0,0.0,0.0,0.0,0.0,0.0,2.0,129.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,shree shayona aagman,gota,0.62,4921.0,2.0,2.0,2,4.0,Relatively New,1260.0,0.0,0.0,0.0,0.0,0.0,1.0,89.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,upcoming new project,gota,3.06,6000.0,4.0,4.0,2,17.0,Under Construction,5100.0,0.0,0.0,1.0,1.0,0.0,0.0,232.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,sanidhya skyros,gota,0.97,5556.0,3.0,3.0,2,8.0,New Property,2054.0,1.0,1.0,0.0,1.0,1.0,0.0,24.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,tirupati aakruti greenz,gota,1.1,7280.0,3.0,3.0,2,8.0,New Property,1083.0,0.0,0.0,0.0,0.0,0.0,2.0,42.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,icb flora,gota,0.75,5208.0,3.0,3.0,1,7.0,Relatively New,1195.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,western prime,gota,1.25,12340.0,3.0,3.0,2,4.0,Relatively New,1192.0,0.0,0.0,0.0,0.0,0.0,1.0,83.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,ganesh housing malabar county,gota,0.84,5185.0,3.0,3.0,0,4.0,Relatively New,1191.0,1.0,0.0,0.0,1.0,0.0,0.0,75.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,aarambh zest,gota,0.29,3498.0,1.0,2.0,0,1.0,Under Construction,976.0,0.0,1.0,0.0,0.0,0.0,0.0,125.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,shukan residency,gota,0.75,4630.0,3.0,2.0,2,5.0,Old Property,1620.0,0.0,0.0,1.0,0.0,0.0,1.0,42.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,sukan residency,gota,0.51,4198.0,2.0,2.0,2,3.0,Old Property,1429.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,bhavya royal homes,gota,0.75,4902.0,3.0,3.0,1,4.0,Relatively New,1270.0,0.0,0.0,0.0,0.0,1.0,0.0,54.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,shree shayona aagman,gota,0.55,4527.0,2.0,2.0,1,7.0,Relatively New,1429.0,1.0,0.0,1.0,1.0,0.0,1.0,171.0,"23.1013° N, 72.5407° E",23.1013,72.5407
house,"vasantnagar township,high court employees society",gota,1.25,8603.0,4.0,3.0,1,2.0,Moderately Old,1958.0,0.0,0.0,1.0,1.0,0.0,1.0,59.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,prathna residency,gota,0.48,3664.0,2.0,2.0,3,2.0,Moderately Old,1200.0,0.0,0.0,0.0,0.0,1.0,0.0,47.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,nishan vishwas city 9,gota,0.5,4085.0,2.0,2.0,1,5.0,Relatively New,957.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,sarjan setu vertica,gota,0.66,4922.0,2.0,2.0,2,5.0,Moderately Old,1113.0,0.0,0.0,0.0,0.0,0.0,2.0,131.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,olive greens,gota,1.3,8667.0,3.0,3.0,1,7.0,Relatively New,1765.0,0.0,0.0,0.0,0.0,1.0,0.0,134.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,ganesh housing malabar county,gota,0.67,4521.0,3.0,3.0,0,5.0,Relatively New,1039.0,1.0,0.0,0.0,1.0,0.0,0.0,75.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,mount alaya belmonte,gota,0.84,4444.0,3.0,2.0,2,2.0,Under Construction,1418.0,0.0,0.0,1.0,0.0,0.0,0.0,253.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,girinath shail heritage,gota,0.8,5128.0,3.0,3.0,1,10.0,Moderately Old,1456.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,olive greens,gota,1.11,10137.0,3.0,3.0,1,6.0,Relatively New,1097.0,0.0,0.0,1.0,0.0,0.0,0.0,174.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,ganesh genesis,gota,0.78,3939.0,3.0,3.0,2,1.0,Moderately Old,2329.0,0.0,1.0,0.0,1.0,0.0,0.0,54.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,on request,gota,0.8,7233.0,3.0,3.0,0,4.0,Relatively New,1191.0,1.0,0.0,0.0,1.0,0.0,0.0,75.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,shaligram square,gota,1.35,6329.0,3.0,3.0,1,5.0,Relatively New,1770.0,1.0,0.0,1.0,1.0,0.0,0.0,253.0,"23.1013° N, 72.5407° E",23.1013,72.5407
house,the castle,gota,3.45,5897.0,4.0,4.0,3,2.0,Relatively New,6882.0,1.0,0.0,1.0,1.0,0.0,1.0,165.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,vishwas city 11,gota,0.47,3840.0,2.0,2.0,1,1.0,Old Property,1224.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,avirat silver harmony,gota,0.96,4741.0,3.0,3.0,1,9.0,Moderately Old,2025.0,0.0,1.0,0.0,0.0,1.0,0.0,61.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,super shaligram,gota,1.95,5350.0,4.0,4.0,1,8.0,Under Construction,3025.0,1.0,0.0,1.0,1.0,0.0,0.0,253.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,on request,gota,0.48,5387.0,2.0,2.0,2,2.0,Old Property,1050.0,1.0,0.0,1.0,1.0,0.0,0.0,229.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,icb city,gota,0.7,4204.0,3.0,3.0,1,9.0,Moderately Old,1959.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,sarjan setu vertica,gota,0.58,4354.0,2.0,2.0,1,5.0,Relatively New,1332.0,0.0,0.0,1.0,1.0,0.0,0.0,174.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,shiv serenity space,gota,0.75,4386.0,3.0,3.0,1,5.0,Relatively New,1700.0,0.0,0.0,1.0,1.0,0.0,0.0,216.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,icb city,gota,0.85,4497.0,3.0,2.0,1,6.0,Relatively New,1890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,riddhi siddhi parivar homes,gota,0.45,4505.0,2.0,2.0,2,5.0,Relatively New,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,shree shayona aagman,gota,0.54,4444.0,2.0,2.0,2,4.0,Relatively New,1215.0,0.0,0.0,0.0,0.0,1.0,2.0,33.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,icb flora,gota,0.6,5106.0,2.0,2.0,2,1.0,Under Construction,975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,seventh bliss,gota,0.6,4135.0,2.0,2.0,1,8.0,New Property,1084.0,0.0,0.0,0.0,0.0,1.0,0.0,61.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,ganesh genesis,gota,0.5,4029.0,2.0,2.0,2,1.0,Moderately Old,1241.0,0.0,0.0,0.0,0.0,0.0,1.0,70.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,shree vishnudhara garden,gota,0.65,5350.0,2.0,2.0,1,6.0,Relatively New,1429.0,1.0,0.0,1.0,1.0,0.0,1.0,196.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,avirat silver harmony 2,gota,1.07,4991.0,3.0,3.0,2,6.0,Relatively New,2145.0,0.0,0.0,1.0,1.0,0.0,0.0,74.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,olive greens,gota,1.25,6517.0,3.0,3.0,1,5.0,New Property,1900.0,0.0,0.0,1.0,1.0,0.0,0.0,222.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,shilp residency,gota,1.5,4350.0,4.0,4.0,1,5.0,Under Construction,2772.0,0.0,0.0,1.0,0.0,0.0,0.0,90.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,satatya syril 2,gota,1.27,5113.0,3.0,2.0,2,3.0,Under Construction,2484.0,1.0,0.0,1.0,1.0,0.0,0.0,171.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,shiv serenity space,gota,0.56,4542.0,2.0,2.0,1,8.0,Relatively New,985.0,1.0,0.0,0.0,0.0,1.0,0.0,61.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,mount alaya heights,gota,0.86,4550.0,3.0,3.0,1,10.0,New Property,1441.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,avirat silver harmony 2,gota,1.06,5000.0,3.0,3.0,2,3.0,Relatively New,2115.0,1.0,0.0,1.0,0.0,0.0,0.0,105.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,bhavya royal homes,gota,0.63,4762.0,2.0,2.0,1,3.0,Moderately Old,1046.0,1.0,0.0,0.0,0.0,1.0,0.0,159.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,diva heights,gota,0.5,3968.0,2.0,2.0,1,7.0,New Property,1046.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,ganesh housing malabar county,gota,0.49,4195.0,2.0,2.0,0,5.0,Relatively New,816.0,1.0,0.0,0.0,1.0,0.0,0.0,75.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,western prime,gota,0.97,9576.0,3.0,3.0,1,9.0,New Property,1350.0,0.0,0.0,0.0,0.0,1.0,0.0,96.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,sarjan setu vertica,gota,0.61,4549.0,2.0,2.0,1,5.0,Moderately Old,1166.0,0.0,0.0,0.0,0.0,0.0,2.0,134.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,shree shayona aagman,gota,0.8,4213.0,3.0,3.0,1,5.0,New Property,1899.0,0.0,0.0,1.0,0.0,0.0,0.0,72.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,godrej garden city road,gota,0.48,3922.0,2.0,2.0,1,3.0,Relatively New,1200.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,shreenath avenue,gota,0.54,5714.0,2.0,2.0,2,5.0,Old Property,945.0,0.0,0.0,0.0,0.0,1.0,0.0,47.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,silver nest apartments,gota,0.5,6649.0,2.0,2.0,2,3.0,Relatively New,1000.0,0.0,0.0,0.0,1.0,0.0,1.0,244.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,sukan residency,gota,0.55,4527.0,2.0,2.0,1,2.0,Old Property,1008.0,0.0,0.0,1.0,0.0,0.0,2.0,49.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,unique aashiyana,gota,0.52,4370.0,2.0,2.0,2,6.0,Relatively New,825.0,1.0,0.0,0.0,1.0,0.0,0.0,50.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,olive greens,gota,2.12,5887.0,4.0,4.0,3,7.0,Relatively New,4235.0,0.0,0.0,0.0,0.0,1.0,0.0,47.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,ganesh housing malabar county,gota,0.68,4444.0,3.0,3.0,0,3.0,Relatively New,1085.0,1.0,0.0,0.0,1.0,0.0,0.0,75.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,olive greens,gota,0.95,4100.0,3.0,3.0,1,6.0,Relatively New,1400.0,0.0,0.0,1.0,0.0,0.0,0.0,122.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,prathna lavish,gota,0.43,4099.0,2.0,2.0,2,2.0,Moderately Old,885.0,0.0,0.0,0.0,0.0,1.0,0.0,53.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,veer savarkar heights,gota,0.38,5360.0,2.0,1.0,2,5.0,Relatively New,824.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,bhavya royal homes,gota,1.15,6725.0,3.0,3.0,1,5.0,Relatively New,1419.0,0.0,0.0,0.0,0.0,0.0,2.0,116.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,riddhi siddhi parivar homes,gota,0.4,4004.0,2.0,2.0,1,3.0,Relatively New,950.0,0.0,0.0,1.0,1.0,0.0,0.0,173.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,olive greens,gota,1.35,5426.0,3.0,2.0,1,8.0,Relatively New,2927.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,unique aashiyana,gota,0.69,4356.0,3.0,3.0,1,5.0,Relatively New,1108.0,1.0,0.0,0.0,1.0,0.0,0.0,50.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,blue bell,gota,0.96,5079.0,3.0,3.0,2,7.0,Under Construction,2224.0,1.0,0.0,1.0,1.0,0.0,0.0,171.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,on request,gota,0.68,7047.0,3.0,3.0,0,7.0,Relatively New,1039.0,1.0,0.0,0.0,1.0,0.0,0.0,75.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,shiv serenity space,gota,0.56,4505.0,2.0,2.0,1,6.0,Relatively New,948.0,0.0,0.0,0.0,0.0,1.0,0.0,61.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,shayona tilak-3,gota,0.5,5051.0,2.0,2.0,2,4.0,Old Property,990.0,1.0,0.0,1.0,1.0,0.0,1.0,171.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,bhavya royal homes,gota,0.65,5350.0,2.0,2.0,2,3.0,Moderately Old,1215.0,1.0,0.0,0.0,0.0,1.0,2.0,148.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,mount alaya heights,gota,0.84,8061.0,3.0,3.0,1,6.0,New Property,1337.0,0.0,0.0,0.0,0.0,1.0,0.0,63.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,vir savarkar heights 2,gota,0.45,4500.0,3.0,2.0,1,9.0,Moderately Old,1176.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,shakti elite greens,gota,0.77,9506.0,2.0,2.0,1,7.0,Relatively New,810.0,0.0,0.0,0.0,0.0,1.0,1.0,131.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,avirat silver harmony 2,gota,1.06,8333.0,3.0,3.0,2,1.0,Relatively New,1493.0,0.0,0.0,1.0,1.0,0.0,0.0,124.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,bhavya royal homes,gota,0.96,5926.0,3.0,3.0,1,14.0,Relatively New,1263.0,1.0,0.0,1.0,0.0,0.0,2.0,147.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,vir savarkar heights 2,gota,0.4,4082.0,3.0,2.0,2,3.0,Relatively New,622.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,nr western height,gota,0.53,4461.0,2.0,2.0,1,10.0,Relatively New,1188.0,0.0,0.0,1.0,1.0,0.0,0.0,182.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,aristo aalayam,gota,0.97,5135.0,3.0,3.0,1,8.0,Under Construction,1889.0,0.0,0.0,1.0,1.0,0.0,0.0,232.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,vande mataram icon,gota,0.65,4815.0,2.0,2.0,1,3.0,Moderately Old,1350.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,aarambh vistara,gota,0.4,3600.0,2.0,2.0,0,1.0,Under Construction,1318.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,icb flora,gota,0.5,4274.0,2.0,1.0,1,4.0,Moderately Old,1170.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,shreefal,gota,0.33,4034.0,1.0,1.0,1,4.0,Moderately Old,818.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,prathna lavish,gota,0.3,4505.0,1.0,1.0,0,7.0,Relatively New,666.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,aaryan ambience,gota,0.76,4771.0,3.0,3.0,1,6.0,New Property,1322.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,olive greens,gota,1.8,6855.0,3.0,3.0,1,3.0,New Property,3089.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,mount alaya heights,gota,0.66,4825.0,2.0,2.0,1,8.0,New Property,1135.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,savvy studioz,gota,0.37,5873.0,1.0,1.0,0,6.0,Relatively New,741.0,0.0,0.0,0.0,0.0,0.0,1.0,61.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,ananta,gota,0.92,4938.0,3.0,3.0,1,9.0,New Property,1433.0,0.0,0.0,0.0,0.0,1.0,0.0,94.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,samanvay,gota,0.3,7229.0,1.0,1.0,1,8.0,Under Construction,415.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,shri vishnudhara gardens,gota,1.0,5368.0,3.0,2.0,2,2.0,Relatively New,2192.0,1.0,0.0,1.0,1.0,0.0,0.0,171.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,shiv serenity space,gota,0.73,4252.0,3.0,3.0,1,11.0,Relatively New,1318.0,0.0,0.0,0.0,0.0,1.0,0.0,46.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,dharti saket ananta,gota,0.99,5046.0,3.0,3.0,1,5.0,New Property,1962.0,0.0,0.0,1.0,1.0,0.0,0.0,197.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,shukan glory,gota,0.45,3704.0,2.0,2.0,1,3.0,Moderately Old,1215.0,0.0,0.0,1.0,1.0,0.0,0.0,165.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,shilp residency,gota,1.0,4878.0,3.0,3.0,1,4.0,Under Construction,1500.0,0.0,0.0,1.0,0.0,0.0,0.0,130.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,shilp residency,gota,1.03,4348.0,3.0,3.0,1,6.0,Under Construction,2361.0,0.0,0.0,0.0,1.0,0.0,0.0,76.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,super shaligram,gota,1.6,4667.0,4.0,4.0,1,7.0,Under Construction,2845.0,0.0,0.0,1.0,0.0,0.0,0.0,76.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,olive greens,gota,1.35,11578.0,3.0,3.0,1,2.0,New Property,1372.0,0.0,0.0,1.0,1.0,0.0,0.0,174.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,ganesh housing malabar county,gota,0.48,4110.0,2.0,2.0,0,4.0,Relatively New,816.0,1.0,0.0,0.0,1.0,0.0,0.0,81.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,shree shayona aagman,gota,0.62,5103.0,2.0,2.0,2,1.0,Relatively New,1215.0,1.0,0.0,1.0,1.0,0.0,1.0,171.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,shafalya shlok parisar,gota,0.8,4950.0,3.0,3.0,1,4.0,Moderately Old,1275.0,0.0,0.0,1.0,0.0,0.0,0.0,144.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,aristo aalayam,gota,0.86,4914.0,3.0,3.0,1,10.0,Under Construction,1275.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,shafalya shlok parisar,gota,0.8,4938.0,3.0,3.0,1,4.0,Relatively New,1600.0,0.0,0.0,1.0,1.0,0.0,0.0,192.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,vista flat,gota,0.54,4865.0,2.0,2.0,2,4.0,Relatively New,1140.0,0.0,0.0,0.0,0.0,1.0,2.0,61.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,savvy swaraj phase 2 pragati,gota,1.31,8675.0,3.0,3.0,1,14.0,Relatively New,1253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,sanidhya skyros,gota,0.78,4031.0,3.0,3.0,2,9.0,New Property,2276.0,1.0,0.0,1.0,1.0,0.0,0.0,180.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,krishna dharti saket height,gota,1.1,5820.0,3.0,3.0,1,5.0,Relatively New,1890.0,0.0,0.0,1.0,1.0,0.0,0.0,199.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,status,gota,1.13,5000.0,3.0,3.0,1,3.0,Under Construction,1867.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,veer savarkar heights,gota,0.45,4167.0,3.0,2.0,1,0.0,Relatively New,1080.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,avirat silver gardenia,gota,0.65,4783.0,2.0,2.0,1,5.0,Relatively New,1046.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,on request,gota,0.96,9917.0,3.0,3.0,1,3.0,Relatively New,1440.0,0.0,0.0,1.0,1.0,0.0,0.0,212.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,kaushalam residency,gota,0.35,6770.0,1.0,2.0,1,5.0,Moderately Old,517.0,0.0,0.0,1.0,0.0,0.0,0.0,51.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,shiv serenity space,gota,0.76,4419.0,3.0,3.0,1,4.0,Relatively New,1316.0,0.0,0.0,0.0,0.0,1.0,0.0,61.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,aanira,gota,2.25,5500.0,4.0,4.0,2,3.0,Under Construction,3361.0,0.0,0.0,1.0,0.0,0.0,0.0,67.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,shripad residency,gota,0.54,4754.0,2.0,2.0,1,1.0,Relatively New,869.0,0.0,0.0,0.0,0.0,1.0,0.0,54.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,shayona green,gota,0.75,4274.0,3.0,3.0,1,4.0,Old Property,1755.0,0.0,0.0,1.0,0.0,0.0,0.0,67.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,olive greens,gota,1.18,9916.0,3.0,3.0,2,11.0,Relatively New,2164.0,0.0,0.0,1.0,1.0,0.0,0.0,232.0,"23.1013° N, 72.5407° E",23.1013,72.5407
flat,olive greens,gota,1.5,7812.0,3.0,3.0,2,7.0,Relatively New,1920.0,0.0,0.0,1.0,0.0,0.0,0.0,109.0,"23.1013° N, 72.5407° E",23.1013,72.5407
